id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
497277,54,technician,married,secondary,no,-547,yes,yes,unknown,19,jun,63,3,-1,0,unknown,0
138494,59,management,divorced,tertiary,no,3436,no,no,cellular,5,aug,639,1,-1,0,unknown,1
462336,37,management,married,secondary,no,2366,yes,yes,cellular,30,jul,489,3,-1,0,unknown,0
463176,31,self-employed,married,tertiary,no,1841,no,no,cellular,12,aug,121,2,-1,0,unknown,0
147570,36,blue-collar,married,secondary,no,0,no,no,unknown,9,jun,117,3,-1,0,unknown,0
623833,53,blue-collar,married,primary,no,-13,yes,no,cellular,12,may,135,2,-1,0,unknown,0
453991,45,management,married,tertiary,no,-1702,yes,no,cellular,17,apr,112,4,-1,0,unknown,0
94359,50,admin.,divorced,primary,no,8583,yes,no,unknown,15,may,8,1,-1,0,unknown,0
301208,33,management,married,secondary,no,8899,yes,no,cellular,20,nov,75,2,-1,0,unknown,0
317980,64,retired,married,tertiary,no,992,no,no,cellular,4,aug,626,1,-1,0,unknown,1
305050,37,blue-collar,married,primary,no,1757,yes,no,cellular,7,may,637,1,-1,0,unknown,1
29743,29,blue-collar,divorced,secondary,no,544,yes,yes,unknown,29,may,49,1,-1,0,unknown,0
12067,50,admin.,married,secondary,no,3382,no,no,cellular,8,aug,73,4,-1,0,unknown,0
198633,39,blue-collar,married,secondary,no,-91,yes,no,unknown,9,may,165,3,-1,0,unknown,0
256166,35,management,married,tertiary,no,3301,yes,no,cellular,21,apr,632,1,-1,0,unknown,0
116896,39,blue-collar,married,primary,no,2745,yes,no,unknown,15,may,624,1,-1,0,unknown,0
125372,30,admin.,married,secondary,no,0,no,yes,cellular,28,jan,151,2,-1,0,unknown,0
112128,31,services,single,secondary,no,804,yes,no,unknown,2,jun,733,2,-1,0,unknown,1
335935,42,technician,single,secondary,no,1286,yes,no,cellular,30,jul,141,3,-1,0,unknown,0
360207,34,admin.,single,secondary,no,0,no,no,cellular,22,jul,140,2,-1,0,unknown,0
281862,29,admin.,married,secondary,no,-68,yes,no,cellular,5,may,104,1,347,1,failure,0
200432,58,technician,divorced,tertiary,no,-528,no,no,cellular,29,jan,63,1,-1,0,unknown,0
469331,39,management,single,tertiary,no,2944,no,no,cellular,22,aug,6,6,-1,0,unknown,0
85123,59,retired,married,primary,no,0,no,yes,unknown,26,jun,181,2,-1,0,unknown,0
248412,52,technician,single,secondary,no,1617,yes,no,unknown,14,may,619,2,-1,0,unknown,0
456592,51,management,married,tertiary,no,0,no,no,cellular,21,aug,77,4,-1,0,unknown,0
209181,42,services,married,secondary,no,4837,yes,no,cellular,19,nov,69,1,-1,0,unknown,0
512223,41,blue-collar,married,secondary,no,823,yes,no,unknown,13,may,819,3,-1,0,unknown,1
699105,45,services,divorced,primary,no,446,yes,no,cellular,3,feb,135,2,249,1,failure,0
135522,34,blue-collar,married,secondary,no,3778,yes,no,cellular,5,may,7,8,-1,0,unknown,0
91357,34,self-employed,single,tertiary,no,658,no,no,cellular,2,feb,66,1,-1,0,unknown,0
283370,33,technician,married,secondary,no,434,no,no,cellular,11,aug,464,5,-1,0,unknown,0
67924,47,technician,divorced,secondary,no,0,yes,yes,cellular,7,may,106,2,-1,0,unknown,0
542851,49,management,married,secondary,no,2892,yes,no,unknown,14,may,97,2,-1,0,unknown,0
248456,45,admin.,married,secondary,no,434,yes,no,unknown,27,may,104,2,-1,0,unknown,0
196036,30,blue-collar,single,secondary,no,18188,no,no,cellular,8,jun,218,3,-1,0,unknown,1
248925,30,management,single,tertiary,no,6748,no,no,cellular,21,aug,686,3,-1,0,unknown,1
328638,28,blue-collar,single,tertiary,no,671,no,yes,cellular,8,jul,565,1,-1,0,unknown,0
63667,58,services,married,secondary,no,1180,no,no,cellular,4,aug,545,1,-1,0,unknown,1
607307,56,technician,married,tertiary,no,2325,no,no,cellular,18,nov,1009,2,-1,0,unknown,0
530387,37,entrepreneur,married,secondary,no,-1039,yes,no,unknown,12,may,132,3,-1,0,unknown,0
25911,42,admin.,married,secondary,no,2374,no,no,cellular,6,apr,511,1,-1,0,unknown,1
573174,34,management,single,tertiary,no,664,yes,no,cellular,18,jul,112,1,-1,0,unknown,0
448717,52,technician,divorced,secondary,no,1550,yes,no,unknown,12,jun,90,2,-1,0,unknown,0
472707,47,unknown,married,primary,no,0,no,no,cellular,25,aug,107,5,-1,0,unknown,0
714894,51,management,married,tertiary,no,3371,yes,no,cellular,15,mar,267,1,181,2,success,1
671382,31,management,married,secondary,no,830,no,no,cellular,22,aug,109,2,-1,0,unknown,0
458531,35,blue-collar,divorced,primary,no,1707,yes,no,unknown,4,jun,622,1,-1,0,unknown,0
140884,60,management,divorced,primary,no,2694,no,no,unknown,12,jun,579,1,-1,0,unknown,0
89555,51,blue-collar,married,secondary,no,556,no,no,cellular,21,aug,73,5,-1,0,unknown,0
301948,62,retired,married,secondary,no,898,no,no,cellular,30,apr,632,1,87,7,other,0
629456,33,technician,married,secondary,no,25,yes,no,cellular,21,aug,121,2,-1,0,unknown,0
36408,22,student,single,secondary,no,216,no,no,cellular,16,nov,137,1,-1,0,unknown,1
221542,44,blue-collar,married,secondary,no,551,yes,no,unknown,20,jun,7,13,-1,0,unknown,0
620171,59,unknown,married,primary,no,3501,no,no,cellular,28,aug,14,23,-1,0,unknown,0
109522,32,blue-collar,single,secondary,no,-60,no,yes,cellular,21,nov,203,1,-1,0,unknown,0
747293,40,management,single,tertiary,no,-4,yes,no,cellular,6,may,323,1,-1,0,unknown,0
417977,34,blue-collar,single,secondary,no,687,yes,no,unknown,15,may,157,2,-1,0,unknown,0
217886,57,entrepreneur,married,tertiary,no,9,no,no,cellular,7,aug,122,2,-1,0,unknown,0
453808,67,retired,married,tertiary,no,2841,no,no,cellular,6,jun,116,1,-1,0,unknown,0
720521,33,blue-collar,married,primary,no,-4,yes,no,unknown,9,may,232,1,-1,0,unknown,0
186096,41,management,single,tertiary,no,2316,yes,no,cellular,16,jul,715,1,-1,0,unknown,0
579491,38,blue-collar,married,primary,no,34,no,no,unknown,9,jun,127,1,-1,0,unknown,0
553167,22,student,single,secondary,no,47,no,no,cellular,20,apr,518,5,-1,0,unknown,0
242650,56,management,married,tertiary,no,397,no,no,unknown,16,jun,65,2,-1,0,unknown,0
394931,35,management,married,tertiary,no,714,no,no,cellular,19,aug,111,5,-1,0,unknown,0
535669,33,blue-collar,single,secondary,no,-194,no,no,cellular,10,jul,326,1,-1,0,unknown,0
589669,38,student,single,unknown,no,30,yes,no,cellular,20,apr,48,1,-1,0,unknown,0
591477,32,technician,married,tertiary,no,1185,no,yes,cellular,10,aug,122,1,-1,0,unknown,0
191444,33,blue-collar,married,secondary,no,706,yes,no,unknown,3,jun,1290,4,-1,0,unknown,1
624629,51,technician,married,tertiary,no,1696,yes,no,cellular,20,nov,98,1,-1,0,unknown,0
149200,42,blue-collar,married,primary,no,4,no,no,unknown,20,jun,15,3,-1,0,unknown,0
737918,57,management,divorced,tertiary,no,1741,no,no,cellular,5,aug,449,1,-1,0,unknown,0
743046,32,technician,married,secondary,no,0,no,no,cellular,25,aug,76,4,-1,0,unknown,0
303815,27,blue-collar,married,primary,no,682,yes,yes,unknown,26,jun,554,2,-1,0,unknown,0
122420,44,management,married,tertiary,no,27696,no,no,cellular,12,nov,180,2,91,11,success,1
2417,28,management,married,tertiary,no,441,yes,yes,unknown,12,may,100,6,-1,0,unknown,0
55432,40,admin.,married,secondary,no,0,no,no,cellular,24,jul,59,1,-1,0,unknown,0
43123,51,admin.,married,secondary,no,0,no,no,cellular,26,aug,74,2,-1,0,unknown,0
320707,40,management,single,tertiary,no,445,no,no,cellular,22,aug,72,11,-1,0,unknown,0
490849,46,blue-collar,married,primary,no,714,yes,no,cellular,6,may,495,3,-1,0,unknown,0
102863,43,management,married,secondary,no,1451,no,no,cellular,8,sep,462,2,95,4,success,1
667330,34,management,married,secondary,no,982,yes,no,cellular,16,apr,565,2,146,1,other,0
275495,46,technician,married,secondary,no,-1041,yes,no,cellular,6,may,99,1,294,1,failure,0
562270,56,management,married,tertiary,no,6,no,no,cellular,12,aug,63,7,-1,0,unknown,0
275932,37,technician,married,tertiary,no,692,yes,no,unknown,20,may,155,1,-1,0,unknown,0
402880,55,unemployed,married,secondary,no,2439,no,no,cellular,19,nov,104,1,-1,0,unknown,0
646330,33,technician,single,tertiary,no,0,no,no,cellular,29,aug,82,3,-1,0,unknown,0
55577,26,management,single,tertiary,no,1676,no,no,cellular,18,mar,706,2,181,2,success,1
513900,31,management,single,tertiary,no,677,yes,no,cellular,15,may,125,5,-1,0,unknown,0
345452,59,self-employed,married,tertiary,no,0,no,no,cellular,6,aug,157,2,-1,0,unknown,0
517209,48,unemployed,married,unknown,no,1349,no,no,cellular,24,feb,343,4,-1,0,unknown,0
492034,33,technician,single,secondary,no,-8,no,no,cellular,26,aug,133,2,-1,0,unknown,0
567538,30,management,single,tertiary,no,671,no,no,cellular,4,feb,5,2,-1,0,unknown,0
622908,38,management,married,tertiary,no,2583,no,no,cellular,1,jun,1063,1,-1,0,unknown,1
13821,32,management,single,tertiary,no,3387,no,no,unknown,30,may,764,2,-1,0,unknown,1
347895,76,retired,divorced,secondary,no,1123,no,no,telephone,3,aug,523,1,-1,0,unknown,1
603556,43,blue-collar,married,secondary,no,12159,yes,no,cellular,18,aug,1094,4,-1,0,unknown,1
118632,32,services,married,secondary,no,34,yes,no,unknown,21,may,489,1,-1,0,unknown,0
388110,42,technician,married,tertiary,no,0,no,no,cellular,19,aug,119,4,-1,0,unknown,0
742492,42,technician,married,secondary,no,-312,yes,no,cellular,18,may,18,2,-1,0,unknown,0
741802,59,admin.,married,secondary,no,1575,yes,yes,cellular,21,nov,164,3,-1,0,unknown,0
710989,28,management,single,tertiary,no,48,yes,no,unknown,7,may,524,1,-1,0,unknown,0
294281,46,unemployed,married,tertiary,no,0,no,no,cellular,25,aug,153,3,-1,0,unknown,0
10639,33,admin.,single,secondary,no,367,yes,yes,unknown,29,may,515,2,-1,0,unknown,0
557691,49,management,married,tertiary,no,0,no,no,cellular,29,aug,130,2,-1,0,unknown,0
559871,32,self-employed,single,tertiary,no,3,no,no,cellular,15,jun,141,1,-1,0,unknown,0
553323,39,management,married,tertiary,no,1265,yes,no,cellular,5,may,81,1,-1,0,unknown,0
120610,31,services,single,secondary,yes,-1,yes,yes,cellular,16,apr,1144,3,-1,0,unknown,0
526462,57,blue-collar,married,primary,no,0,no,no,cellular,19,aug,90,4,-1,0,unknown,0
216774,47,unemployed,married,primary,no,687,no,no,telephone,17,feb,119,1,-1,0,unknown,0
592789,53,technician,married,tertiary,no,946,yes,no,unknown,29,may,103,2,-1,0,unknown,0
80375,42,entrepreneur,married,secondary,no,1728,yes,no,cellular,28,jul,476,2,-1,0,unknown,0
689594,55,blue-collar,married,secondary,no,1901,no,no,cellular,18,aug,158,4,-1,0,unknown,0
366336,49,blue-collar,married,primary,no,5473,no,no,cellular,12,aug,848,4,-1,0,unknown,1
466059,41,blue-collar,married,secondary,no,2095,yes,no,cellular,3,feb,1052,1,-1,0,unknown,0
201118,44,management,married,tertiary,no,1684,yes,no,cellular,18,may,19,6,333,9,failure,0
702881,37,management,married,tertiary,no,4675,no,no,cellular,9,sep,589,1,-1,0,unknown,1
110712,29,blue-collar,married,secondary,no,559,yes,no,unknown,6,jun,242,6,-1,0,unknown,0
588155,59,entrepreneur,divorced,primary,no,0,no,no,unknown,6,jun,166,3,-1,0,unknown,0
738549,31,blue-collar,single,secondary,no,509,no,yes,cellular,7,jul,90,2,-1,0,unknown,0
335541,34,admin.,married,secondary,no,739,yes,no,cellular,17,apr,109,2,-1,0,unknown,0
272048,27,management,single,tertiary,no,553,no,no,unknown,9,jun,29,1,-1,0,unknown,0
129009,44,management,married,tertiary,no,1559,no,no,cellular,21,nov,8,5,-1,0,unknown,0
693200,43,blue-collar,married,primary,no,798,yes,no,cellular,12,may,306,1,-1,0,unknown,0
502787,43,admin.,married,secondary,no,597,yes,no,unknown,15,may,136,1,-1,0,unknown,0
730693,29,technician,married,secondary,no,535,yes,yes,cellular,21,jul,676,4,-1,0,unknown,0
494470,25,technician,single,secondary,no,0,no,no,cellular,16,jul,1242,5,-1,0,unknown,1
626275,32,services,married,secondary,no,1116,yes,yes,cellular,11,may,104,1,339,2,other,0
659786,41,blue-collar,married,secondary,no,47,no,no,unknown,5,jun,437,1,-1,0,unknown,0
365672,42,admin.,divorced,secondary,no,-160,no,no,telephone,7,jul,226,2,-1,0,unknown,0
50340,32,entrepreneur,married,primary,no,-7,yes,yes,cellular,6,feb,74,5,-1,0,unknown,0
733638,29,technician,married,secondary,no,522,yes,no,telephone,10,jul,39,1,-1,0,unknown,0
332300,36,blue-collar,married,secondary,no,-258,yes,yes,cellular,13,may,467,1,345,1,failure,0
401142,53,blue-collar,married,secondary,no,8131,yes,no,unknown,15,may,645,1,-1,0,unknown,0
453212,37,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,129,3,-1,0,unknown,0
564592,37,admin.,divorced,secondary,no,-5,no,no,unknown,6,jun,48,2,-1,0,unknown,0
210179,30,management,married,tertiary,no,594,yes,no,cellular,19,nov,101,2,-1,0,unknown,0
12356,42,management,married,tertiary,no,0,no,no,cellular,14,jul,83,3,-1,0,unknown,0
113237,49,services,divorced,secondary,no,0,no,no,unknown,28,jun,327,1,-1,0,unknown,0
483157,42,management,married,tertiary,no,5788,yes,no,unknown,15,may,588,1,-1,0,unknown,0
436861,29,services,single,secondary,no,0,yes,no,cellular,18,may,14,7,-1,0,unknown,0
387627,55,blue-collar,single,primary,no,-57,yes,no,unknown,6,jun,179,11,-1,0,unknown,0
285540,49,technician,married,secondary,no,664,yes,no,unknown,14,may,609,1,-1,0,unknown,0
50799,33,management,married,tertiary,no,-78,yes,no,cellular,6,feb,23,6,-1,0,unknown,0
666012,31,entrepreneur,married,tertiary,no,8,no,no,cellular,19,nov,136,1,-1,0,unknown,0
67508,27,services,single,secondary,no,1323,yes,no,cellular,13,may,18,5,-1,0,unknown,0
199728,70,retired,married,unknown,no,2290,no,no,cellular,18,apr,291,1,181,1,success,1
327340,34,management,married,tertiary,no,2317,no,no,cellular,27,aug,67,5,-1,0,unknown,0
346281,27,unemployed,single,secondary,no,527,no,no,cellular,3,feb,11,1,-1,0,unknown,0
308018,31,services,single,secondary,no,1245,no,no,cellular,3,dec,476,1,-1,0,unknown,0
267111,31,management,single,tertiary,no,11,no,no,cellular,4,aug,110,1,-1,0,unknown,0
285597,34,management,married,tertiary,no,5689,no,no,cellular,12,aug,262,1,93,1,success,1
480062,44,blue-collar,married,secondary,no,4778,yes,no,cellular,18,may,18,4,-1,0,unknown,0
627735,33,management,married,tertiary,no,1402,yes,no,cellular,21,aug,119,8,-1,0,unknown,0
412039,39,management,married,tertiary,no,1387,no,no,unknown,11,jun,82,1,-1,0,unknown,0
583903,54,admin.,married,secondary,no,865,no,no,cellular,18,feb,150,1,-1,0,unknown,0
506103,39,management,married,tertiary,no,-1941,yes,yes,unknown,26,may,152,1,-1,0,unknown,0
592933,58,retired,married,secondary,no,1742,no,no,cellular,14,oct,631,2,187,2,success,1
571974,35,management,single,tertiary,no,2984,yes,no,cellular,5,feb,362,2,-1,0,unknown,0
712090,30,entrepreneur,married,secondary,no,1302,yes,no,unknown,28,may,381,1,-1,0,unknown,0
689150,47,blue-collar,married,secondary,no,4047,yes,yes,cellular,17,nov,98,1,-1,0,unknown,0
138982,31,student,single,tertiary,no,0,yes,no,unknown,20,may,166,1,-1,0,unknown,0
250284,46,self-employed,married,secondary,no,2427,no,no,cellular,6,aug,88,2,-1,0,unknown,0
415056,32,management,single,tertiary,no,1388,no,no,cellular,26,may,496,1,-1,0,unknown,1
249762,41,services,married,secondary,no,1045,yes,no,unknown,26,may,554,2,-1,0,unknown,0
446443,26,technician,single,secondary,no,-141,yes,no,unknown,27,may,217,1,-1,0,unknown,0
285869,39,management,married,tertiary,no,848,yes,no,cellular,6,may,247,1,-1,0,unknown,0
282022,30,technician,single,secondary,no,635,yes,no,cellular,18,may,178,5,-1,0,unknown,0
93266,30,admin.,married,secondary,no,321,yes,yes,cellular,5,feb,8,2,-1,0,unknown,0
733040,26,self-employed,single,secondary,no,8,no,no,cellular,6,feb,116,1,-1,0,unknown,0
39071,38,services,single,secondary,no,3269,no,no,unknown,17,jun,269,1,-1,0,unknown,0
707812,31,management,married,tertiary,no,-1099,yes,yes,unknown,27,may,166,1,-1,0,unknown,0
603134,49,services,married,secondary,no,1842,no,yes,unknown,20,jun,8,13,-1,0,unknown,0
554494,26,management,single,tertiary,no,0,no,yes,cellular,7,jul,1019,1,-1,0,unknown,1
464791,46,admin.,married,secondary,no,889,yes,no,cellular,31,jul,514,4,-1,0,unknown,0
8936,48,technician,married,primary,no,0,no,no,cellular,19,aug,120,8,-1,0,unknown,0
473469,34,blue-collar,married,secondary,no,575,yes,no,unknown,20,may,178,2,-1,0,unknown,0
480303,32,technician,single,secondary,no,449,yes,no,unknown,16,may,136,1,-1,0,unknown,0
478478,43,blue-collar,married,primary,no,-67,no,no,cellular,7,jul,128,1,-1,0,unknown,0
706718,57,retired,married,primary,no,0,no,no,cellular,19,aug,95,6,-1,0,unknown,0
293532,29,technician,single,secondary,no,442,yes,no,cellular,29,jan,99,1,-1,0,unknown,0
217964,25,services,single,tertiary,no,2618,yes,no,cellular,17,apr,973,2,-1,0,unknown,1
735751,43,housemaid,married,secondary,yes,-1002,yes,yes,unknown,16,jun,84,2,-1,0,unknown,0
611350,37,self-employed,divorced,tertiary,no,-94,yes,no,cellular,6,may,151,1,-1,0,unknown,0
653102,50,technician,married,secondary,no,1319,no,no,unknown,19,jun,43,2,-1,0,unknown,0
334708,43,blue-collar,divorced,secondary,no,902,yes,no,cellular,15,may,103,3,368,1,failure,0
46156,48,services,married,secondary,no,1347,yes,yes,cellular,17,jul,121,2,-1,0,unknown,0
579970,47,unemployed,married,secondary,no,705,yes,no,cellular,8,feb,581,1,98,1,success,1
280795,32,technician,married,tertiary,no,-744,yes,yes,unknown,27,may,206,1,-1,0,unknown,0
579178,34,technician,single,secondary,yes,-305,no,no,cellular,22,aug,94,15,-1,0,unknown,0
46121,37,management,married,tertiary,no,1385,no,no,cellular,21,nov,219,4,-1,0,unknown,0
400947,37,entrepreneur,married,tertiary,no,1546,yes,no,unknown,23,jun,114,1,-1,0,unknown,0
498190,31,services,single,secondary,no,57,no,no,cellular,28,jul,673,2,-1,0,unknown,0
490348,59,retired,married,secondary,no,4984,no,no,cellular,31,jul,78,5,-1,0,unknown,0
421627,52,technician,divorced,tertiary,no,986,no,yes,unknown,30,jun,105,1,-1,0,unknown,0
367690,59,retired,married,secondary,no,1153,yes,no,cellular,5,feb,114,10,-1,0,unknown,0
106570,68,retired,married,unknown,no,935,no,no,cellular,4,sep,758,1,-1,0,unknown,1
53755,47,management,married,tertiary,no,2416,yes,no,unknown,15,may,528,3,-1,0,unknown,0
652240,58,housemaid,married,primary,no,0,no,no,unknown,5,jun,112,1,-1,0,unknown,0
351124,61,retired,married,primary,no,2516,no,no,cellular,10,feb,562,3,-1,0,unknown,0
618275,26,management,married,tertiary,no,-73,yes,no,cellular,18,jul,15,1,-1,0,unknown,0
343633,31,technician,single,tertiary,no,454,no,no,cellular,30,apr,150,1,-1,0,unknown,1
397410,42,management,married,primary,no,891,no,no,unknown,18,jun,645,1,-1,0,unknown,0
576850,36,services,married,secondary,no,1350,yes,no,cellular,16,apr,393,1,-1,0,unknown,0
156977,26,technician,single,secondary,no,5,yes,no,unknown,13,may,243,1,-1,0,unknown,0
595508,41,technician,married,tertiary,no,7800,no,no,cellular,20,nov,110,3,-1,0,unknown,0
44286,51,management,married,tertiary,no,491,no,no,cellular,8,may,108,1,-1,0,unknown,0
417781,41,technician,married,secondary,no,7,yes,no,cellular,25,mar,226,2,184,1,success,1
300706,29,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,175,2,-1,0,unknown,0
358760,41,management,divorced,tertiary,no,3355,no,no,cellular,1,jun,289,1,-1,0,unknown,1
417543,63,retired,married,primary,no,2027,no,no,cellular,5,feb,97,1,92,6,other,0
269955,42,technician,single,secondary,no,7,yes,no,unknown,29,may,153,3,-1,0,unknown,0
234382,30,blue-collar,single,primary,no,1186,yes,yes,cellular,14,may,93,1,304,2,failure,0
701465,38,management,married,tertiary,no,569,yes,no,cellular,5,feb,8,7,252,1,other,0
147407,43,blue-collar,married,secondary,no,656,yes,no,unknown,23,may,493,5,-1,0,unknown,0
446210,30,services,married,secondary,no,477,yes,no,cellular,13,may,103,11,331,1,other,0
375088,77,retired,married,tertiary,no,0,yes,no,cellular,14,apr,210,1,-1,0,unknown,1
540472,42,unemployed,married,secondary,no,528,yes,no,cellular,11,may,875,1,-1,0,unknown,0
5763,33,technician,single,secondary,no,-247,no,yes,cellular,7,jul,1153,2,-1,0,unknown,1
698814,52,services,married,secondary,no,682,yes,yes,unknown,29,may,612,2,-1,0,unknown,0
113306,33,blue-collar,married,secondary,no,1060,yes,no,cellular,14,may,189,2,-1,0,unknown,0
545774,31,technician,single,tertiary,no,1415,yes,no,unknown,29,may,394,1,-1,0,unknown,0
586797,47,management,married,tertiary,no,469,no,no,cellular,22,aug,131,4,-1,0,unknown,0
335287,46,technician,married,secondary,no,677,yes,no,telephone,5,aug,128,1,-1,0,unknown,0
94476,29,admin.,single,tertiary,no,30,no,no,cellular,30,apr,158,1,-1,0,unknown,0
77966,37,blue-collar,married,secondary,no,47,yes,yes,cellular,8,may,482,2,-1,0,unknown,0
455696,35,self-employed,single,primary,no,0,yes,no,cellular,17,apr,143,1,-1,0,unknown,0
375086,57,technician,married,secondary,no,1762,yes,no,telephone,15,may,70,1,298,4,failure,0
386744,37,management,married,tertiary,no,1515,yes,no,cellular,19,nov,93,3,-1,0,unknown,0
95911,57,technician,divorced,unknown,no,558,no,no,cellular,7,jul,481,2,-1,0,unknown,0
283001,41,services,married,secondary,no,2145,no,no,cellular,30,apr,261,3,181,1,failure,1
472548,36,technician,married,secondary,no,-11,no,no,cellular,30,jul,90,6,-1,0,unknown,0
41507,54,blue-collar,married,secondary,no,7400,yes,no,unknown,6,may,615,1,-1,0,unknown,0
234333,37,management,married,secondary,no,-57,no,no,cellular,28,jan,48,1,-1,0,unknown,0
375226,58,management,married,secondary,no,5715,yes,no,cellular,20,apr,99,3,152,6,failure,0
499195,41,technician,single,secondary,no,9131,yes,no,unknown,29,may,633,2,-1,0,unknown,0
52980,45,blue-collar,divorced,primary,no,3546,yes,yes,unknown,30,may,111,2,-1,0,unknown,0
462742,54,management,married,tertiary,no,519,no,no,cellular,30,jul,434,5,-1,0,unknown,0
609782,27,admin.,married,secondary,no,2656,yes,no,unknown,4,jun,518,1,-1,0,unknown,0
242564,43,management,married,tertiary,no,2944,no,no,cellular,27,aug,103,6,-1,0,unknown,0
705986,21,student,single,unknown,no,538,no,no,cellular,4,may,626,1,-1,0,unknown,1
499564,26,management,single,tertiary,no,804,no,no,cellular,9,feb,567,1,-1,0,unknown,0
577184,35,unemployed,married,secondary,no,1855,no,no,telephone,28,jan,119,2,-1,0,unknown,0
665683,59,admin.,married,secondary,no,-1196,yes,no,unknown,14,may,256,1,-1,0,unknown,0
717934,57,retired,married,secondary,no,578,no,no,unknown,4,aug,6,1,-1,0,unknown,0
109619,32,admin.,single,secondary,no,1291,yes,no,cellular,18,may,144,1,355,1,failure,0
716469,35,services,married,secondary,no,2747,no,no,cellular,21,nov,104,2,-1,0,unknown,0
303260,33,technician,single,secondary,no,1264,no,no,cellular,13,aug,100,2,-1,0,unknown,0
642867,40,blue-collar,married,primary,no,864,yes,no,unknown,13,may,129,2,-1,0,unknown,0
550199,79,retired,married,primary,no,8180,no,no,cellular,6,apr,90,1,-1,0,unknown,0
453899,31,management,married,tertiary,no,382,yes,yes,unknown,17,jun,81,2,-1,0,unknown,0
721565,34,admin.,married,secondary,no,35,no,no,cellular,30,apr,88,1,-1,0,unknown,0
731665,40,services,married,secondary,no,3060,no,no,cellular,13,aug,709,3,-1,0,unknown,1
456668,34,self-employed,single,tertiary,no,688,yes,no,cellular,28,jan,321,3,-1,0,unknown,0
602006,34,admin.,married,secondary,no,481,no,no,cellular,5,feb,92,2,-1,0,unknown,0
125257,53,management,single,tertiary,no,1634,no,no,cellular,7,jul,727,2,-1,0,unknown,0
221918,34,entrepreneur,married,secondary,no,50,yes,yes,cellular,8,aug,153,2,-1,0,unknown,0
621642,38,management,married,tertiary,no,668,yes,no,cellular,16,jul,809,3,-1,0,unknown,0
514783,38,management,married,tertiary,no,4606,no,no,telephone,5,feb,151,1,-1,0,unknown,0
429065,36,student,single,secondary,no,442,no,no,cellular,2,feb,119,2,-1,0,unknown,0
687536,36,management,married,tertiary,no,1646,yes,no,unknown,20,may,725,1,-1,0,unknown,1
409450,32,management,married,tertiary,no,596,yes,no,cellular,25,jul,111,1,-1,0,unknown,0
482269,54,unknown,married,unknown,no,1742,no,no,cellular,25,jul,65,3,-1,0,unknown,0
169269,36,management,married,tertiary,no,16,yes,yes,cellular,21,nov,90,1,-1,0,unknown,0
651190,47,management,married,tertiary,no,3283,no,no,cellular,5,feb,554,2,94,2,success,0
632096,37,admin.,married,tertiary,no,0,yes,no,cellular,8,sep,623,1,183,4,success,1
505987,29,unemployed,married,secondary,no,596,no,no,cellular,2,feb,128,1,-1,0,unknown,0
351617,39,blue-collar,married,secondary,no,784,no,no,unknown,5,jun,9,1,-1,0,unknown,0
529843,39,housemaid,married,tertiary,no,283,yes,no,cellular,23,jul,829,1,-1,0,unknown,0
129007,25,blue-collar,single,secondary,no,631,yes,no,unknown,6,jun,136,2,-1,0,unknown,0
409580,48,blue-collar,married,primary,no,-849,yes,yes,cellular,12,may,226,3,-1,0,unknown,0
561724,36,admin.,married,secondary,no,382,yes,no,unknown,17,jun,131,2,-1,0,unknown,0
558041,24,admin.,single,secondary,no,751,yes,yes,cellular,20,apr,528,1,-1,0,unknown,1
56588,48,blue-collar,divorced,secondary,no,1467,yes,no,cellular,12,may,1598,2,-1,0,unknown,1
595813,45,blue-collar,married,primary,no,636,no,no,cellular,29,jul,632,2,-1,0,unknown,0
309147,43,blue-collar,married,secondary,no,1797,no,no,telephone,29,oct,149,1,-1,0,unknown,1
178941,54,blue-collar,married,unknown,no,782,yes,no,unknown,5,may,750,1,-1,0,unknown,1
195691,31,technician,single,tertiary,no,726,no,no,cellular,12,aug,7,1,100,2,failure,0
548295,42,blue-collar,married,secondary,no,2129,no,no,cellular,18,nov,51,4,182,1,other,0
621285,33,management,married,tertiary,no,860,no,no,cellular,18,aug,90,3,-1,0,unknown,0
231825,25,admin.,single,secondary,no,1785,yes,no,unknown,28,may,393,2,-1,0,unknown,0
468829,31,admin.,single,secondary,no,0,yes,no,cellular,12,may,74,4,-1,0,unknown,0
742977,48,management,married,tertiary,yes,-16,no,no,cellular,8,jul,958,3,-1,0,unknown,0
357632,36,admin.,married,secondary,no,438,yes,no,cellular,21,jul,105,1,-1,0,unknown,0
606363,59,housemaid,married,primary,no,5,no,no,unknown,18,jun,112,2,-1,0,unknown,0
328659,35,unemployed,married,primary,no,1390,no,no,cellular,28,jan,78,1,-1,0,unknown,0
80170,32,technician,married,secondary,no,-576,yes,no,cellular,10,jul,112,1,-1,0,unknown,0
114823,53,management,married,tertiary,no,-172,yes,yes,unknown,20,may,89,4,-1,0,unknown,0
115447,26,technician,married,secondary,no,0,yes,yes,cellular,28,jul,71,3,-1,0,unknown,0
344171,39,management,married,tertiary,no,2952,yes,no,cellular,4,may,16,8,-1,0,unknown,0
463668,24,technician,single,secondary,no,6,yes,no,unknown,26,may,121,1,-1,0,unknown,0
